tick,actor_id,type,x,y,heading,velocity
60,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
60,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
60,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
61,0,car,53.028572,5.250000,3.141593,6.834348
61,1,car,38.946339,5.250000,3.141593,10.968502
61,2,car,21.239780,5.250000,3.141593,5.999749
61,3,car,49.647045,1.750000,3.141593,8.337086
61,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
61,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
61,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
61,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
62,0,car,53.028572,5.250000,3.141593,6.834348
62,1,car,38.946339,5.250000,3.141593,10.968502
62,2,car,21.239780,5.250000,3.141593,5.999749
62,3,car,49.647045,1.750000,3.141593,8.337086
62,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
62,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
62,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
62,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
63,0,car,53.028572,5.250000,3.141593,6.834348
63,1,car,38.946339,5.250000,3.141593,10.968502
63,2,car,21.239780,5.250000,3.141593,5.999749
63,3,car,49.647045,1.750000,3.141593,8.337086
63,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
63,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
63,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
63,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
64,0,car,53.028572,5.250000,3.141593,6.834348
64,1,car,38.946339,5.250000,3.141593,10.968502
64,2,car,21.239780,5.250000,3.141593,5.999749
64,3,car,49.647045,1.750000,3.141593,8.337086
64,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
64,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
64,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
64,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
65,0,car,53.028572,5.250000,3.141593,6.834348
65,1,car,38.946339,5.250000,3.141593,10.968502
65,2,car,21.239780,5.250000,3.141593,5.999749
65,3,car,49.647045,1.750000,3.141593,8.337086
65,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
65,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
65,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
65,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
66,0,car,53.028572,5.250000,3.141593,6.834348
66,1,car,38.946339,5.250000,3.141593,10.968502
66,2,car,21.239780,5.250000,3.141593,5.999749
66,3,car,49.647045,1.750000,3.141593,8.337086
66,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
66,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
66,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
66,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
67,0,car,53.028572,5.250000,3.141593,6.834348
67,1,car,38.946339,5.250000,3.141593,10.968502
67,2,car,21.239780,5.250000,3.141593,5.999749
67,3,car,49.647045,1.750000,3.141593,8.337086
67,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
67,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
67,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
67,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
68,0,car,53.028572,5.250000,3.141593,6.834348
68,1,car,38.946339,5.250000,3.141593,10.968502
68,2,car,21.239780,5.250000,3.141593,5.999749
68,3,car,49.647045,1.750000,3.141593,8.337086
68,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
68,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
68,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
68,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
69,0,car,53.028572,5.250000,3.141593,6.834348
69,1,car,38.946339,5.250000,3.141593,10.968502
69,2,car,21.239780,5.250000,3.141593,5.999749
69,3,car,49.647045,1.750000,3.141593,8.337086
69,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
69,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
69,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
69,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
70,0,car,53.028572,5.250000,3.141593,6.834348
70,1,car,38.946339,5.250000,3.141593,10.968502
70,2,car,21.239780,5.250000,3.141593,5.999749
70,3,car,49.647045,1.750000,3.141593,8.337086
70,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
70,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
70,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
70,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
71,0,car,53.028572,5.250000,3.141593,6.834348
71,1,car,38.946339,5.250000,3.141593,10.968502
71,2,car,21.239780,5.250000,3.141593,5.999749
71,3,car,49.647045,1.750000,3.141593,8.337086
71,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
71,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
71,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
71,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
72,0,car,53.028572,5.250000,3.141593,6.834348
72,1,car,38.946339,5.250000,3.141593,10.968502
72,2,car,21.239780,5.250000,3.141593,5.999749
72,3,car,49.647045,1.750000,3.141593,8.337086
72,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
72,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
72,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
72,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
73,0,car,53.028572,5.250000,3.141593,6.834348
73,1,car,38.946339,5.250000,3.141593,10.968502
73,2,car,21.239780,5.250000,3.141593,5.999749
73,3,car,49.647045,1.750000,3.141593,8.337086
73,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
73,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
73,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
73,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
74,0,car,53.028572,5.250000,3.141593,6.834348
74,1,car,38.946339,5.250000,3.141593,10.968502
74,2,car,21.239780,5.250000,3.141593,5.999749
74,3,car,49.647045,1.750000,3.141593,8.337086
74,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
74,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
74,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
74,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
75,0,car,53.028572,5.250000,3.141593,6.834348
75,1,car,38.946339,5.250000,3.141593,10.968502
75,2,car,21.239780,5.250000,3.141593,5.999749
75,3,car,49.647045,1.750000,3.141593,8.337086
75,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
75,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
75,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
75,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
76,0,car,53.028572,5.250000,3.141593,6.834348
76,1,car,38.946339,5.250000,3.141593,10.968502
76,2,car,21.239780,5.250000,3.141593,5.999749
76,3,car,49.647045,1.750000,3.141593,8.337086
76,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
76,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
76,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
76,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
77,0,car,53.028572,5.250000,3.141593,6.834348
77,1,car,38.946339,5.250000,3.141593,10.968502
77,2,car,21.239780,5.250000,3.141593,5.999749
77,3,car,49.647045,1.750000,3.141593,8.337086
77,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
77,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
77,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
77,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
78,0,car,53.028572,5.250000,3.141593,6.834348
78,1,car,38.946339,5.250000,3.141593,10.968502
78,2,car,21.239780,5.250000,3.141593,5.999749
78,3,car,49.647045,1.750000,3.141593,8.337086
78,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
78,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
78,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
78,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
79,0,car,53.028572,5.250000,3.141593,6.834348
79,1,car,38.946339,5.250000,3.141593,10.968502
79,2,car,21.239780,5.250000,3.141593,5.999749
79,3,car,49.647045,1.750000,3.141593,8.337086
79,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
79,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
79,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
79,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
80,0,car,53.028572,5.250000,3.141593,6.834348
80,1,car,38.946339,5.250000,3.141593,10.968502
80,2,car,21.239780,5.250000,3.141593,5.999749
80,3,car,49.647045,1.750000,3.141593,8.337086
80,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
80,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
80,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
80,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
81,0,car,53.028572,5.250000,3.141593,6.834348
81,1,car,38.946339,5.250000,3.141593,10.968502
81,2,car,21.239780,5.250000,3.141593,5.999749
81,3,car,49.647045,1.750000,3.141593,8.337086
81,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
81,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
81,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
81,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
82,0,car,53.028572,5.250000,3.141593,6.834348
82,1,car,38.946339,5.250000,3.141593,10.968502
82,2,car,21.239780,5.250000,3.141593,5.999749
82,3,car,49.647045,1.750000,3.141593,8.337086
82,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
82,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
82,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
82,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
83,0,car,53.028572,5.250000,3.141593,6.834348
83,1,car,38.946339,5.250000,3.141593,10.968502
83,2,car,21.239780,5.250000,3.141593,5.999749
83,3,car,49.647045,1.750000,3.141593,8.337086
83,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
83,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
83,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
83,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
84,0,car,53.028572,5.250000,3.141593,6.834348
84,1,car,38.946339,5.250000,3.141593,10.968502
84,2,car,21.239780,5.250000,3.141593,5.999749
84,3,car,49.647045,1.750000,3.141593,8.337086
84,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
84,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
84,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
84,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
85,0,car,53.028572,5.250000,3.141593,6.834348
85,1,car,38.946339,5.250000,3.141593,10.968502
85,2,car,21.239780,5.250000,3.141593,5.999749
85,3,car,49.647045,1.750000,3.141593,8.337086
85,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
85,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
85,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
85,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
86,0,car,53.028572,5.250000,3.141593,6.834348
86,1,car,38.946339,5.250000,3.141593,10.968502
86,2,car,21.239780,5.250000,3.141593,5.999749
86,3,car,49.647045,1.750000,3.141593,8.337086
86,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
86,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
86,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
86,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
87,0,car,53.028572,5.250000,3.141593,6.834348
87,1,car,38.946339,5.250000,3.141593,10.968502
87,2,car,21.239780,5.250000,3.141593,5.999749
87,3,car,49.647045,1.750000,3.141593,8.337086
87,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
87,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
87,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
87,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
88,0,car,53.028572,5.250000,3.141593,6.834348
88,1,car,38.946339,5.250000,3.141593,10.968502
88,2,car,21.239780,5.250000,3.141593,5.999749
88,3,car,49.647045,1.750000,3.141593,8.337086
88,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
88,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
88,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
88,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
89,0,car,53.028572,5.250000,3.141593,6.834348
89,1,car,38.946339,5.250000,3.141593,10.968502
89,2,car,21.239780,5.250000,3.141593,5.999749
89,3,car,49.647045,1.750000,3.141593,8.337086
89,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
89,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
89,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
89,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
90,0,car,53.028572,5.250000,3.141593,6.834348
90,1,car,38.946339,5.250000,3.141593,10.968502
90,2,car,21.239780,5.250000,3.141593,5.999749
90,3,car,49.647045,1.750000,3.141593,8.337086
90,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
90,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
90,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
90,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
91,0,car,53.028572,5.250000,3.141593,6.834348
91,1,car,38.946339,5.250000,3.141593,10.968502
91,2,car,21.239780,5.250000,3.141593,5.999749
91,3,car,49.647045,1.750000,3.141593,8.337086
91,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
91,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
91,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
91,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
92,0,car,53.028572,5.250000,3.141593,6.834348
92,1,car,38.946339,5.250000,3.141593,10.968502
92,2,car,21.239780,5.250000,3.141593,5.999749
92,3,car,49.647045,1.750000,3.141593,8.337086
92,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
92,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
92,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
92,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
93,0,car,53.028572,5.250000,3.141593,6.834348
93,1,car,38.946339,5.250000,3.141593,10.968502
93,2,car,21.239780,5.250000,3.141593,5.999749
93,3,car,49.647045,1.750000,3.141593,8.337086
93,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
93,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
93,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
93,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
94,0,car,53.028572,5.250000,3.141593,6.834348
94,1,car,38.946339,5.250000,3.141593,10.968502
94,2,car,21.239780,5.250000,3.141593,5.999749
94,3,car,49.647045,1.750000,3.141593,8.337086
94,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
94,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
94,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
94,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
95,0,car,53.028572,5.250000,3.141593,6.834348
95,1,car,38.946339,5.250000,3.141593,10.968502
95,2,car,21.239780,5.250000,3.141593,5.999749
95,3,car,49.647045,1.750000,3.141593,8.337086
95,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
95,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
95,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
95,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
96,0,car,53.028572,5.250000,3.141593,6.834348
96,1,car,38.946339,5.250000,3.141593,10.968502
96,2,car,21.239780,5.250000,3.141593,5.999749
96,3,car,49.647045,1.750000,3.141593,8.337086
96,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
96,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
96,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
96,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
97,0,car,53.028572,5.250000,3.141593,6.834348
97,1,car,38.946339,5.250000,3.141593,10.968502
97,2,car,21.239780,5.250000,3.141593,5.999749
97,3,car,49.647045,1.750000,3.141593,8.337086
97,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
97,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
97,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
97,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
98,0,car,53.028572,5.250000,3.141593,6.834348
98,1,car,38.946339,5.250000,3.141593,10.968502
98,2,car,21.239780,5.250000,3.141593,5.999749
98,3,car,49.647045,1.750000,3.141593,8.337086
98,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
98,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
98,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
98,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
99,0,car,53.028572,5.250000,3.141593,6.834348
99,1,car,38.946339,5.250000,3.141593,10.968502
99,2,car,21.239780,5.250000,3.141593,5.999749
99,3,car,49.647045,1.750000,3.141593,8.337086
99,4,pedestrian,-39.284649,8.000000,3.141593,1.562109
99,5,pedestrian,-52.735706,-8.000000,0.000000,0.584617
99,6,pedestrian,8.000000,24.419863,-1.570796,1.748664
99,7,pedestrian,8.000000,-31.642696,-1.570796,0.501168
